Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
,,1,27.54445,0.1663429,1.122845,1.778451,173.1337
,,1,27.76667,0.1649482,1.122494,1.778667,173.8836
,,1,27.98889,0.162413,1.121095,1.779571,173.9584
,,1,28.21111,0.1621135,1.120831,1.780822,174.4498
,,1,28.43333,0.1650959,1.121889,1.779652,173.7858
,,1,28.65556,0.1640134,1.121306,1.780349,174.189
,,1,28.87778,0.1633928,1.121233,1.78091,174.2302
,,1,29.1,0.1603546,1.120009,1.781719,174.7781
,,1,29.32222,0.1590828,1.119577,1.781957,174.8589
,,1,29.54445,0.1587052,1.119205,1.782326,174.9851
,,1,29.76667,0.1587446,1.119053,1.78288,175.0849
,,1,29.98889,0.1583475,1.118772,1.782954,175.084
,,1,30.21111,0.1580596,1.118313,1.783591,175.1237
,,1,30.43333,0.1566702,1.117314,1.784599,175.4873
,,1,30.65556,0.1564834,1.117304,1.784298,175.4435
,,1,30.87778,0.1554503,1.116667,1.784423,175.5988
,,1,31.1,0.1551266,1.116302,1.78497,175.7233
,,1,31.32222,0.1550899,1.116171,1.784945,175.7353
,,1,31.54445,0.1549195,1.115882,1.785549,175.8583
,,1,31.76667,0.1551163,1.115914,1.785749,175.8742
,,1,31.98889,0.1545606,1.115358,1.785907,175.9842
,,1,32.21111,0.1550177,1.115611,1.786237,176.0741
,,1,32.43333,0.155321,1.115433,1.786192,175.9783
,,1,32.65556,0.1545447,1.115129,1.786932,176.1472
,,1,32.87778,0.1540102,1.114899,1.786659,176.1976
,,1,33.1,0.1544156,1.114874,1.787005,176.2482
,,1,33.32222,0.154618,1.114819,1.787269,176.2652
,,1,33.54445,0.1543243,1.114705,1.787134,176.2743
,,1,33.76667,0.154214,1.114443,1.787193,176.3226
,,1,33.98889,0.1548693,1.114614,1.786721,176.0181
,,1,34.21111,0.1482725,1.108895,1.786482,176.4315
,,1,34.43333,0.1234541,1.074039,1.813417,190.7135
,,1,34.65556,0.119556,1.061643,1.82615,195.6709
,,1,34.87778,0.1197844,1.062845,1.823606,194.9196
,,1,35.1,0.1230311,1.091595,1.79971,179.2956
,,1,35.32222,0.1391753,1.103103,1.786983,171.8625
,,1,35.54445,0.1427712,1.103695,1.791909,174.1731
,,1,35.76667,0.1433733,1.101028,1.792586,176.8832
,,1,35.98889,0.1377379,1.079392,1.819616,180.8335
,,1,36.21111,0.152437,1.07522,1.833122,169.3675
,,1,36.43333,0.1466775,1.098156,1.874621,172.775
,,1,36.65556,0.1914555,1.114795,1.908491,137.2528
,,1,36.87778,0.2480936,1.12538,1.986295,80.76688
,,1,37.1,0.2731172,1.136294,2.042467,66.10245
,,1,37.32222,0.2755073,1.141341,2.072,64.19915
,,1,37.54445,0.2602582,1.143264,2.031759,93.26495
,,1,37.76667,0.1999669,1.13105,1.964993,144.0926
,,1,37.98889,0.1249901,1.122772,1.921209,179.0632
,,1,38.21111,0.1081548,1.127038,1.872036,173.672
,,1,38.43333,0.1165831,1.117286,1.821256,167.6641
,,1,38.65556,0.1219172,1.101143,1.802916,171.8309
,,1,38.87778,0.1348479,1.10284,1.794989,169.0045
,,1,39.1,0.1464897,1.102907,1.800955,169.0347
Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
,,1,17.95556,0.1840253,1.120356,2.399742,70.14227
,,1,18.17778,0.1834037,1.118412,2.398176,68.07787
,,1,18.4,0.1929455,1.11583,2.402455,63.5331
,,1,18.62222,0.2021306,1.114768,2.408454,55.41678
,,1,18.84444,0.2062979,1.119141,2.414572,38.78943
,,1,19.06667,0.200973,1.125919,2.418564,17.78982
,,1,19.28889,0.1971412,1.131076,2.417304,358.2891
,,1,19.51111,0.1947545,1.13367,2.405657,334.7978
,,1,19.73333,0.1816716,1.137488,2.379831,302.9069
,,1,19.95556,0.1752574,1.136539,2.326482,262.2263
,,1,20.17778,0.1921566,1.148674,2.256007,220.6868
,,1,20.4,0.219321,1.150627,2.220112,199.7002
,,1,20.62222,0.2409048,1.150815,2.192196,184.9835
,,1,20.84444,0.2342275,1.14996,2.142765,175.103
,,1,21.06667,0.1945922,1.129702,2.087673,172.278
,,1,21.28889,0.1992803,1.126115,2.061857,168.9067
,,1,21.51111,0.2550927,1.135467,2.027564,166.7937
,,1,21.73333,0.3472352,1.068823,1.980789,150.8688
,,1,21.95556,0.4470732,0.9504756,1.959734,121.2089
,,1,22.17778,0.547179,0.8707655,1.944968,101.2807
,,1,22.4,0.6027305,0.8141968,1.934043,90.50065
,,1,22.62222,0.6131446,0.7842798,1.922048,86.67175
,,1,22.84444,0.6045427,0.7694725,1.906887,87.67602
,,1,23.06667,0.6062737,0.7667638,1.903202,87.03099
,,1,23.28889,0.6191056,0.760864,1.903155,85.21447
,,1,23.51111,0.625181,0.7551222,1.901048,87.28014
,,1,23.73333,0.6272702,0.7502407,1.894314,88.23098
Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
,,3,17.32222,0.1988147,1.132269,2.036652,28.88195
,,3,17.54445,0.199689,1.131836,2.035089,29.29697
,,3,17.76667,0.2030834,1.133698,2.02177,36.36636
,,3,17.98889,0.1976343,1.134085,2.015871,38.52568
,,3,18.21111,0.2043267,1.129316,2.004747,45.35948
,,3,18.43333,0.210348,1.126593,1.995758,49.12751
,,3,18.65556,0.2116603,1.127614,1.999201,46.37847
,,3,18.87778,0.1940981,1.143988,2.031664,9.097148
,,3,19.1,0.1574466,1.156033,2.043792,307.1687
,,3,19.32222,0.1478573,1.154557,2.034548,254.3416
,,3,19.54445,0.135446,1.148776,2.038244,236.2524
,,3,19.76667,0.1308573,1.145256,2.013319,216.2229
,,3,19.98889,0.1319029,1.135195,1.98791,203.2251
,,3,20.21111,0.1520245,1.135202,1.964571,189.693
,,3,20.43333,0.1788263,1.132837,1.946503,176.3576
,,3,20.65556,0.2005585,1.127604,1.932575,167.4147
,,3,20.87778,0.2097534,1.121697,1.900733,166.1269
,,3,21.1,0.2126528,1.133372,1.861598,158.5246
,,3,21.32222,0.2759839,1.124213,1.813993,148.6468
,,3,21.54445,0.4199535,1.048777,1.750472,127.2701
,,3,21.76667,0.544608,0.9297407,1.70637,108.4808
,,3,21.98889,0.6179737,0.8416954,1.65927,95.60474
,,3,22.21111,0.6361145,0.8134909,1.645531,89.76972
,,3,22.43333,0.6394411,0.7929355,1.64144,88.01173
,,3,22.65556,0.6360029,0.7742949,1.634762,87.42687
,,3,22.87778,0.6383394,0.773415,1.630247,88.27232
,,3,23.1,0.6379036,0.7695608,1.629642,90.61113
,,3,23.32222,0.6289135,0.7585626,1.624663,92.80956
,,3,23.54445,0.6034068,0.7262154,1.627338,93.16419
Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
,,1,22.85556,0.1516118,1.179021,2.142347,40.91981
,,1,23.07778,0.1508749,1.180001,2.144545,40.53735
,,1,23.3,0.1446102,1.181699,2.144201,37.79657
,,1,23.52222,0.1072353,1.185887,2.158957,4.30023
,,1,23.74445,0.01939416,1.197606,2.134882,307.5213
,,1,23.96667,0.002948999,1.210134,2.044238,264.9663
,,1,24.18889,0.04800427,1.217119,2.00408,219.8593
,,1,24.41111,0.09417224,1.21589,2.000922,187.6891
,,1,24.63333,0.1212298,1.207837,1.991215,174.8818
,,1,24.85556,0.1205257,1.187197,1.964468,175.7117
,,1,25.07778,0.1237322,1.166868,1.920514,176.436
,,1,25.3,0.125941,1.142869,1.873155,174.7472
,,1,25.52222,0.1273675,1.126259,1.84775,175.0099
,,1,25.74445,0.1288798,1.122745,1.843944,175.2388
,,1,25.96667,0.1361713,1.123299,1.844854,173.6331
,,1,26.18889,0.1287651,1.12257,1.84718,175.771
,,1,26.41111,0.1135982,1.118049,1.848128,178.4379
,,1,26.63333,0.1088364,1.116984,1.849253,178.682
,,1,26.85556,0.1071754,1.116586,1.8493,178.7676
,,1,27.07778,0.1079742,1.116217,1.851162,178.7347
,,1,27.3,0.1103545,1.117046,1.850198,178.259
,,1,27.52222,0.1110137,1.117066,1.851113,178.3685
,,1,27.74445,0.1115632,1.117364,1.850734,178.1275
,,1,27.96667,0.1151235,1.118917,1.850006,177.0772
,,1,28.18889,0.119718,1.120297,1.849959,176.1101
,,1,28.41111,0.1222606,1.120946,1.8503,176.4479
,,1,28.63333,0.1226088,1.120771,1.851362,176.9234
,,1,28.85556,0.1225581,1.120744,1.85091,176.8873
,,1,29.07778,0.12286,1.12053,1.851399,176.8982
Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
,,3,16.85556,0.2538712,1.1757,1.944019,24.25927
,,3,17.07778,0.2564057,1.178134,1.941629,28.60273
,,3,17.3,0.2583665,1.177878,1.937532,32.62006
,,3,17.52222,0.2619482,1.176967,1.933471,39.89434
,,3,17.74445,0.2664031,1.175113,1.932468,42.41622
,,3,17.96667,0.2403364,1.184578,1.94514,20.86418
,,3,18.18889,0.1739751,1.194072,1.931286,314.6056
,,3,18.41111,0.169597,1.186534,1.890783,261.1061
,,3,18.63333,0.1923885,1.182881,1.869818,226.7314
,,3,18.85556,0.2143608,1.173593,1.848688,204.8473
,,3,19.07778,0.2380811,1.170493,1.830809,190.7027
,,3,19.3,0.2619265,1.165254,1.81692,176.7832
,,3,19.52222,0.2695007,1.170751,1.815936,172.4525
,,3,19.74445,0.248876,1.176769,1.825603,175.7738
,,3,19.96667,0.2261428,1.174936,1.830136,179.3413
,,3,20.18889,0.2143823,1.168828,1.821096,183.5408
,,3,20.41111,0.2091703,1.171264,1.815677,187.8535
,,3,20.63333,0.2140177,1.182673,1.831137,188.4408
,,3,20.85556,0.2229092,1.183659,1.848021,187.8638
,,3,21.07778,0.234235,1.184342,1.859653,187.3678
,,3,21.3,0.2520138,1.181058,1.866964,185.4926
,,3,21.52222,0.2762957,1.180379,1.869786,175.6117
,,3,21.74445,0.2923218,1.17949,1.877328,166.4101
,,3,21.96667,0.2950696,1.177862,1.885106,162.8578
,,3,22.18889,0.2812217,1.174101,1.891175,166.9496
,,3,22.41111,0.2558535,1.168215,1.873348,170.1164
,,3,22.63333,0.2383348,1.167195,1.844053,167.6861
,,3,22.85556,0.2316617,1.158315,1.828379,168.4216
,,3,23.07778,0.2391189,1.161341,1.81702,167.7292
,,3,23.3,0.2561651,1.16082,1.794927,167.233
,,3,23.52222,0.2650007,1.158206,1.75082,169.3136
,,3,23.74445,0.274835,1.158569,1.701267,166.1826
,,3,23.96667,0.2818688,1.146318,1.667915,165.301
,,3,24.18889,0.2816404,1.146926,1.650676,164.5159
,,3,24.41111,0.280378,1.146518,1.644606,164.1491
,,3,24.63333,0.2782332,1.147535,1.636116,164.3741
,,3,24.85556,0.2780237,1.149252,1.632472,166.0301
,,3,25.07778,0.2719922,1.1488,1.630403,167.2173
,,3,25.3,0.266893,1.148721,1.62457,168.1745
,,3,25.52222,0.2638898,1.148045,1.625983,167.8074
,,3,25.74445,0.2644073,1.147692,1.628104,168.6157
,,3,25.96667,0.2641578,1.147412,1.630228,169.2721
,,3,26.18889,0.2641202,1.147513,1.629055,169.0321
,,3,26.41111,0.2651373,1.14741,1.629746,169.072
,,3,26.63333,0.2652756,1.147321,1.630596,169.084
,,3,26.85556,0.2659081,1.14731,1.630937,169.0898
,,3,27.07778,0.2660536,1.147303,1.631644,169.0207
,,3,27.3,0.2658963,1.146953,1.631739,168.9806
,,3,27.52222,0.2665498,1.147357,1.631958,168.9178
,,3,27.74445,0.2668639,1.147301,1.632541,168.7616
,,3,27.96667,0.2663502,1.147066,1.632535,168.7527
,,3,28.18889,0.2670285,1.146937,1.633088,168.7737
,,3,28.41111,0.2672631,1.14706,1.633314,168.7965
,,3,28.63333,0.2676654,1.146946,1.634035,168.8147
,,3,28.85556,0.2684482,1.147217,1.633803,168.8976
,,3,29.07778,0.2683052,1.147208,1.632907,168.8666
,,3,29.3,0.2682062,1.147189,1.633818,168.946
,,3,29.52222,0.2684098,1.147051,1.633821,169.097
,,3,29.74445,0.2694671,1.14739,1.634185,169.0693
,,3,29.96667,0.269284,1.147149,1.633875,168.9374
,,3,30.18889,0.2688125,1.146767,1.634345,168.9325
,,3,30.41111,0.2688882,1.146825,1.63428,168.8872
,,3,30.63333,0.2691588,1.14696,1.63447,168.8647
,,3,30.85556,0.2690759,1.146733,1.634285,168.8858
,,3,31.07778,0.2687613,1.146839,1.634357,168.769
,,3,31.3,0.2686428,1.146584,1.634233,168.7787
,,3,31.52222,0.2689918,1.146752,1.634632,168.803
,,3,31.74445,0.2688297,1.146603,1.634632,168.7578
Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
,,2,21.77778,0.358151,1.156385,1.905656,14.66501
,,2,22,0.3643718,1.160373,1.894138,22.05368
,,2,22.22222,0.3663011,1.158691,1.880489,25.01956
,,2,22.44444,0.3624547,1.159439,1.889421,6.219926
,,2,22.66667,0.3319342,1.162914,1.902584,325.2072
,,2,22.88889,0.3021857,1.169662,1.870428,267.0294
,,2,23.11111,0.3067616,1.168815,1.829565,224.5141
,,2,23.33333,0.3161086,1.16078,1.809197,211.2839
,,2,23.55556,0.2870225,1.164576,1.722169,203.4027
,,2,23.77778,0.1914066,1.166478,1.613297,206.287
,,2,24,0.05994761,1.167392,1.553106,225.9334
,,2,24.22222,-0.0794853,1.170385,1.496344,234.7921
,,2,24.44444,-0.2271349,1.172195,1.462979,241.1729
,,2,24.66667,-0.3459184,1.176538,1.446973,251.5027
,,2,24.88889,-0.4886234,1.177249,1.429865,258.1917
,,2,25.11111,-0.6138464,1.17937,1.4213,264.4677
,,2,25.33333,-0.7525127,1.181568,1.4158,275.7816
,,2,25.55556,-0.8834743,1.184645,1.40672,290.7798
,,2,25.77778,-1.029794,1.187533,1.396,285.2133
,,2,26,-1.164532,1.187736,1.38817,281.9617
,,2,26.22222,-1.308493,1.189005,1.370667,275.6709
,,2,26.44444,-1.461973,1.19756,1.328755,251.9181
,,2,26.66667,-1.604963,1.201417,1.237432,208.5543
,,2,26.88889,-1.674497,1.199251,1.098003,166.0043
,,2,27.11111,-1.693006,1.201639,0.9547633,143.9821
,,2,27.33333,-1.681224,1.196073,0.9302126,129.7081
,,2,27.55556,-1.639262,1.196674,0.7737044,134.9315
,,2,27.77778,-1.591299,1.196931,0.6019779,139.791
,,2,28,-1.540049,1.199158,0.438903,141.2209
,,2,28.22222,-1.497581,1.2057,0.2904237,142.9851
,,2,28.44444,-1.44382,1.209388,0.134909,142.3514
,,2,28.66667,-1.385947,1.214432,-0.01426011,140.7338
,,2,28.88889,-1.318052,1.218535,-0.1493402,136.4659
,,2,29.11111,-1.250705,1.22087,-0.2709241,130.5606
,,2,29.33333,-1.177615,1.223687,-0.3998207,133.1186
,,2,29.55556,-1.129824,1.227284,-0.5292857,169.6473
,,2,29.77778,-1.076275,1.229883,-0.633213,196.5936
,,2,30,-1.060553,1.23392,-0.6211644,220.5779
,,2,30.22222,-1.046971,1.229005,-0.6258555,220.5845
,,2,30.44444,-1.037304,1.23119,-0.6282004,218.0025
,,1,53.56667,0.3466089,1.145585,1.910642,14.19834
,,1,53.78889,0.3434625,1.14853,1.911521,6.556462
,,1,54.01111,0.3325768,1.153706,1.909115,335.2646
,,1,54.23333,0.3296748,1.157296,1.893116,297.719
,,1,54.45556,0.3411213,1.159264,1.879141,262.7947
,,1,54.67778,0.3548613,1.156645,1.865361,231.8192
,,1,54.9,0.3825763,1.153873,1.849985,198.9403
,,1,55.12222,0.3954837,1.157308,1.828948,188.7961
,,1,55.34444,0.398252,1.167679,1.679768,188.7828
,,1,55.56667,0.4056922,1.17461,1.537439,191.3048
,,1,55.78889,0.4122171,1.168617,1.38798,188.8085
,,1,56.01111,0.4016336,1.165051,1.248056,186.9152
,,1,56.23333,0.3699986,1.16012,1.082214,185.6709
,,1,56.45556,0.323589,1.157644,0.9251733,185.6657
,,1,56.67778,0.2639112,1.154704,0.7665792,186.1032
,,1,56.9,0.2054836,1.153069,0.6113768,185.0043
,,1,57.12222,0.1458839,1.151468,0.4645891,184.7188
,,1,57.34444,0.08537531,1.149677,0.3117113,183.9233
,,1,57.56667,0.03044188,1.15086,0.1660496,184.1715
,,1,57.78889,-0.02511525,1.152053,0.01395041,182.8771
,,1,58.01111,-0.08384609,1.152597,-0.1394705,182.5255
,,1,58.23333,-0.1262341,1.154072,-0.2822885,175.4552
,,1,58.45556,-0.1097119,1.155748,-0.4195998,161.0532
,,1,58.67778,-0.04141295,1.156118,-0.5333642,149.7731
,,1,58.9,0.05823636,1.154277,-0.6357983,140.5473
,,1,59.12222,0.1667061,1.151446,-0.7244996,137.829
,,1,59.34444,0.2689787,1.154898,-0.8057822,142.2657
,,1,59.56667,0.2494621,1.164966,-0.8418138,187.7356
,,1,59.78889,0.1937702,1.165296,-0.7954847,260.6727
,,1,60.01111,0.206691,1.156032,-0.7548537,315.3803
,,1,60.23333,0.2201556,1.151412,-0.7510406,341.9385
,,1,60.45556,0.2244458,1.148709,-0.7460756,1.681145
,,1,60.67778,0.2767696,1.146401,-0.6105583,15.0421
,,1,60.9,0.3375273,1.150488,-0.4624166,21.34568
,,1,61.12222,0.3914039,1.143474,-0.3239721,24.38033
,,1,61.34444,0.4326234,1.136074,-0.1937777,22.8787
,,1,61.56667,0.4833266,1.130815,-0.07485801,21.26412
,,1,61.78889,0.5437385,1.129828,0.03801483,20.36133
,,1,62.01111,0.6027002,1.129565,0.1642724,20.05983
,,1,62.23333,0.6446596,1.135113,0.2852009,16.93716
,,1,62.45556,0.6520901,1.146565,0.349036,11.53893
,,1,62.67778,0.6546361,1.149311,0.344251,10.11656
Participant ID,gender,Level,Time,PosX,PosY,PosZ,Facing Angle
,,3,23.43333,0.3063977,1.153994,1.969,23.04675
,,3,23.65556,0.3095915,1.154096,1.968617,22.92213
,,3,23.87778,0.31426,1.154105,1.969568,23.14588
,,3,24.1,0.3148005,1.154725,1.968482,23.17016
,,3,24.32222,0.3113899,1.155596,1.964134,22.65267
,,3,24.54445,0.309893,1.155569,1.963333,22.1921
,,3,24.76667,0.3064417,1.152273,1.969693,17.16913
,,3,24.98889,0.2897966,1.14703,1.974627,359.9354
,,3,25.21111,0.2661393,1.145128,1.970803,340.6194
